ind,constrains,structura_decoding,neurological_decoding,fairseq,target,sd_nd_cosine,sd_re_cosine,sd_nd_diff
242,"[[""sound"", ""obl""], [""Technician"", ""obl""], [""to"", ""root""], [""know"", ""root""], [""sth"", ""root""], [""about"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""Franconian"", ""nsubj""], [""the"", ""nsubj""], [""www.uni-mainz.de"", ""obl""], [""organizing"", ""obl""]]
","Franke knew from the sound engineer Stefan Schemmelmann that he recently appeared in Ludwigshafen - at a large event with Barclay James Harvest in the program.
","Franke knew from sound engineer Stefan Schemmelmann that he recently appeared in Ludwigshafen - at a major BASF event with Barclay James Harvest.
","Franke knew from sound engineer Stefan Schemmelmann that he had recently performed in Ludwigshafen - at a major BASF event with Barclay James Harvest in the program.
","From the sound engineer Stefan Schemmelmann Franke reported that he had recently performed in Ludwigshafen - at a major BASF event with Barclay James Harvest as a main act.
",0.8823529411764706,0.7050239879106326,-0.17732895326583797
243,"[[""www.mpi-bremen.de"", ""nsubj""], [""Unboxing"", ""obl""], [""YouTube"", ""obl""], [""-"", ""obl""], [""Ph\u00e4nomen"", ""obl""], ["":"", ""obl""], [""der"", ""obl""], [""Auspacke"", ""obl""], [""ein"", ""obl""], [""Produkts"", ""obl""], [""aus"", ""obl""], [""sein"", ""obl""], [""Verpackung"", ""obl""], [""ein"", ""obl""], [""Geschenkbox"", ""obl""], [""etc"", ""obl""], [""vor"", ""obl""], [""der"", ""obl""], [""Kamera"", ""obl""], [""to"", ""root""], [""place"", ""root""], [""or"", ""root""], [""put"", ""root""], [""sth"", ""root""], [""somewhere"", ""root""]]
","And Alvin Jasic has meanwhile placed everything on YouTube.
","And Alvin Jasic meanwhile placed everything on YouTube.
","And Alvin Jasic, meanwhile, has put all sorts of stuff on YouTube.
","And Alvin Jasic has uploaded a lot of YouTube videos.
",1.0,0.625,-0.375
244,"[[""flat"", ""nsubj""], [""to"", ""obl""], [""win"", ""obl""], [""sth"", ""obl""], [""Franconian"", ""nsubj""], [""to"", ""root""], [""be"", ""root""], [""enough"", ""root""], [""or"", ""root""], [""sufficient"", ""root""], [""for"", ""root""], [""sb"", ""root""]]
","""This is not about winning,"" Franke said.
","""It's not about winning,"" Franke said.
","""It's not about winning,"" Franke had said.
","It’s not about winning, Franke had said.
",0.8249579113843055,0.6681531047810609,-0.15680480660324458
246,"[[""favourit"", ""obl""], [""or"", ""obl""], [""to"", ""root""], [""give"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""something"", ""nsubj""], [""special"", ""nsubj""], [""different"", ""nsubj""], [""song"", ""obj""]]
","For the favourites of the jury there was nevertheless something special - so that others can listen to their songs.
","For the favourites of the jury there was nevertheless something special - so that others can hear their songs.
","For the favorites of the jury there was nevertheless something special - so that others can also hear their songs.
","For the jury's favorites there was something special - so that others could also hear their songs.
",0.9090909090909091,0.6689936080056726,-0.24009730108523641
247,"[[""CD"", ""obj""], [""www.mpi-bremen.de"", ""nsubj""], [""sound"", ""obl""], [""Technician"", ""obl""], [""to"", ""root""], [""get"", ""root""], [""into"", ""root""], [""full"", ""root""], [""swengen"", ""root""]]
","Alvin Jasic and his pianist Marcel Untied can record a complete CD with sound engineer Schemmelmann.
","Alvin Jasic and his pianist Marcel Untied can record an entire CD with sound engineer Schemmelmann.
","Alvin Jasic and his pianist Marcel Untied can record an entire CD with sound engineer Schemmelmann.
","Alvin Jasic and his pianist Marcel Untied can record an entire CD with sound technician Schemmelmann.
",0.9166666666666666,0.8333333333333334,-0.08333333333333326
249,"[[""to"", ""obl""], [""be"", ""obl""], [""all"", ""obl""], [""gon"", ""obl""], [""or"", ""obl""], [""finished"", ""obl""], [""to"", ""root""], [""st"", ""root""], [""somewhere"", ""root""], [""child"", ""nsubj""], [""and"", ""nsubj""], [""youth"", ""nsubj""], [""welfar"", ""nsubj""], [""Service"", ""nsubj""], [""final"", ""obl""], [""Support"", ""obl""], [""Franconian"", ""nsubj""]]
","Like all of them, the children performed again for the finale - and even sounded ""properly good"" without electronic support, as Franke said.
","Like everyone else, the children performed again to the finale - and even without electronic support sounded ""right good"", as Franke said.
","Like everyone else, the children performed again for the finale - and sounded ""really good,"" as Franke said, even without electronic support.
","Like everyone else, the children also performed again for the finals - and even without electronic support, they sounded ""really good,"" Franke said.
",0.8959786703810408,0.8229511997978235,-0.07302747058321735
250,"[[""to"", ""nsubj""], [""run"", ""nsubj""], [""or"", ""nsubj""], [""be"", ""nsubj""], [""in"", ""nsubj""], [""charge"", ""nsubj""], [""of"", ""nsubj""], [""sth"", ""nsubj""], [""to"", ""root""], [""stop"", ""root""], [""sth"", ""root""], [""oneself"", ""obj""], [""jury"", ""nsubj""], [""authenticity"", ""obj""], [""no"", ""obj""], [""no"", ""obj""]]
","The jury was guided by the aspects of originality, relation to Hiltrup, catchiness of melody and recognition value.
","The jury was guided by the aspects of originality, relation to Hiltrup, catchiness of melody and recognition.
","The jury was guided by the aspects of originality, reference to Hiltrup, catchiness of the melody and recognition value.
","The jury was guided by the aspects of originality, reference to Hiltrup, catchiness of the melody and recognition value.
",0.9607689228305227,0.9230769230769231,-0.0376919997535996
251,"[[""to"", ""root""], [""belong"", ""root""], [""to"", ""root""], [""sb"", ""root""], [""www.kloeckner.com"", ""nsubj""]]
","The jury included Gisbert Keller from the Westfälische Schule für Musik, Andreas Klomfaß from the KvG Gymnasium and Oliver Ahlers from the Wirtschaftsverbund and Jan Kaven, chairman of the district offensive.
","The jury included Gisbert Keller from the Westphalian School of Music, Andreas Klomfaß from the KvG Gymnasium and Oliver Ahlers from the Business Association, as well as Jan Kaven, chairman of the district offensive.
","The jury consisted of Gisbert Keller from the Westphalian School of Music, Andreas Klomfaß from the KvG-Gymnasium and Oliver Ahlers from the Wirtschaftsverbund as well as Jan Kaven, chairman of the district offensive.
","The jury included Gisbert Keller from the Westphalian School of Music, Andreas Klomfaß from KvG-Gymnasium and Oliver Ahlers from the Trade Association as well as Jan Kaven, chairman of the district offensive.
",0.7661308776828738,0.6956521739130435,-0.07047870376983034
257,"[[""side"", ""obl""], [""to"", ""root""], [""give"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""www.vierundzwanzig.de"", ""nsubj""], [""the"", ""obj""], [""they"", ""nsubj""], [""trick"", ""nsubj""], [""they"", ""nsubj""], [""she"", ""obj""]]
","For each page there is a visual screen, in which four maps with keywords, which you can decipher - the old trick with the red slide - only after you put them into it.
","For each page there is a screen, in which four maps with keywords can be deciphered - the old trick with the red slide - only after you put them in.
","For each page there is a screen with four cards with keywords, which you can only decipher - the old trick with the red foil - once you have put them in.
","For each page there is a screen, on it there are four cards with keywords that you can decipher - the old trick with the red foil.
",0.9036961141150639,0.8017837257372732,-0.10191238837779071
258,"[[""to"", ""root""], [""guarantee"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""other"", ""nsubj""], [""or"", ""nsubj""], [""opposite"", ""nsubj""], [""side"", ""nsubj""], [""mistake"", ""obl""], [""not"", ""obj""], [""anything"", ""obj""]]
","This ensures that the opposite side cannot read anything by mistake.
","This ensures that the opposite side cannot read by mistake.
","This ensures that the other side cannot read anything, even by mistake.
","This ensures the other side cannot read anything unintentionally.
",0.9354143466934853,0.8017837257372732,-0.13363062095621214
259,"[[""eurocheque"", ""obl""], [""card"", ""obl""], [""terms"", ""obl""], [""and"", ""obl""], [""conditions"", ""obl""], [""to"", ""root""], [""stehen"", ""root""], [""exampl"", ""obl""]]
","For example, the maps read from left to right: ""1.
","For example, the maps read from left to right: ""1. Renaissance.
","The cards, for example, read from left to right: ""1. Renaissance.
","For example, on the cards it says to read from left to right: ""1. Renaissance.
",0.9574271077563381,0.8362420100070908,-0.12118509774924735
260,"[[""2"", ""root""]]
","2nd window.
","Second window.
","2. Window.
","2. Fenster.
",0.6666666666666666,0.3333333333333333,-0.3333333333333333
261,"[[""3"", ""root""]]
","3rd cube.
","Three dice.
","3. Cube.
","3. Cube.
",0.3333333333333333,0.3333333333333333,0.0
262,"[[""4"", ""root""]]
","4th Festival.
","4th Festival"".
","4. Feast. ""
","4. Solidʺ.
",0.8660254037844387,0.3333333333333333,-0.5326920704511053
263,"[[""the"", ""nsubj""], [""to"", ""root""], [""understand"", ""root""], [""sth"", ""root""], [""the"", ""obj""], [""it"", ""nsubj""]]
","These are the concepts that need to be encrypted from the beginning.
","These are the terms to encrypt.
","These are the terms that need to be encrypted from now on.
","These are the terms that need to be coded.
",0.4082482904638631,0.5477225575051661,0.139474267041303
264,"[[""to"", ""root""], [""gue\u00df"", ""root""], [""sth"", ""root""]]
","Because here we should not guess the terms, but codes.
","Because here are not the terms, but codes.
","For it is not the terms that are to be guessed here, but codes.
","So the terms are not guessed, the codes are.
",0.9128709291752769,0.6666666666666666,-0.24620426250861027
272,"[[""mysterious"", ""root""], [""glossing"", ""nsubj""], [""-over"", ""nsubj""], [""they"", ""nsubj""], [""it"", ""obj""]]
","As mysterious as possible, but not too crazy, the descriptions should be, or you make it unnecessarily difficult for your team.
","As mysterious as possible, but not too crazy, the descriptions should be so, otherwise you make it unnecessary for your team.
","The descriptions should be as mysterious as possible, but not too crazy, otherwise you make it unnecessarily difficult for your team.
","So the term should be as mysterious as possible, but not too crazy. Otherwise, you make it unnecessarily difficult for your team.
",0.8181818181818182,0.7833494518006403,-0.034832366381177926
275,"[[""Erkl\u00e4rungsvideo"", ""nsubj""], [""power"", ""root""]]
","The explanation video at decrypto.
","The explanation video at decrypto.info on the web makes it easier.
","The explanatory video at decrypto.info on the net makes it easier.
","The explanatory video under decrypto.info on the web will make it easier.
",0.6324555320336759,0.4743416490252569,-0.158113883008419
276,"[[""who"", ""nsubj""], [""to"", ""root""], [""fascinate"", ""root""], [""sb"", ""root""], [""feeling"", ""nsubj""], [""he"", ""obl""], [""watched"", ""obl""], [""the"", ""obl""], [""children"", ""obl""], [""playing"", ""obl""], [""or"", ""obl""], [""at"", ""obl""], [""play"", ""obl""]]
","But once you get started, you'll be fascinated by how much feeling there is in this inconspicuous game.
","But once you get started, you will be fascinated by how much feeling there is in this insignificant game.
","But once you get started, you will be fascinated by how much emotion there is in this inconspicuous game.
","But once you have started, you’ll be amazed at how much emotion there is in this nondescript game.
",0.8581163303210331,0.5720775535473553,-0.2860387767736777
278,"[[""it"", ""nsubj""], [""to"", ""obl""], [""advise"", ""obl""], [""sb"", ""obl""], [""to"", ""obl""], [""do"", ""obl""], [""sth"", ""obl""], [""to"", ""root""], [""walk"", ""root""], [""somewhere"", ""root""], [""the"", ""nsubj""], [""Fersion"", ""obj""]]
","To whom it is only about guessing and not about victory points, can also easily invent a version for two to do so.
","And who is only concerned with guessing and not with winning points, can easily find a version for two.
","And if you're only interested in guessing and not winning points, you can easily invent a version for two.
","And if it's all about guessing and not about winning, it's easy to play a version for two.
",0.6363636363636364,0.4767312946227962,-0.15963234174084018
279,"[[""www.webcamgalore.com"", ""nsubj""], [""man"", ""nsubj""], [""to"", ""root""], [""show"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""the"", ""obj""], [""police"", ""obj""], [""Nazi"", ""obj""], [""or"", ""obj""], [""Hitler"", ""obj""], [""salute"", ""obj""], [""guest"", ""obj""], [""pub"", ""obl""]]
","Kulmbach: Man shows Hitler salute and harasses guests in the pub
","Kulmbach: Man shows police Hitler salute and harasses guests in the pub
","Kulmbach: Man shows police Hitler salute and harasses guests in pub
","Kulmbach: Man gives police the Hitler salute and harasses guests in the pub
",0.9486832980505138,0.8432740427115678,-0.10540925533894596
280,"[[""man"", ""nsubj""], [""employ"", ""root""], [""police"", ""obj""], [""station"", ""obj""], [""night"", ""obl""], [""Sunday"", ""obl""]]
","A 48-year-old man employed the police inspection Kulmbach twice on Saturday night to Sunday.
","A 48-year-old man employed the police inspection Kulmbach twice the night from Saturday to Sunday.
","A 48-year-old man was arrested at Kulmbach police station on Saturday night.
","During the night from Saturday to Sunday a 48 year old man gave the police station in Kulmbach twice something to do.
",1.0,0.5962847939999439,-0.40371520600005606
281,"[[""to"", ""root""], [""show"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""he"", ""nsubj""], [""town"", ""obl""], [""Nazi"", ""obj""], [""or"", ""obj""], [""Hitler"", ""obj""], [""salute"", ""obj""], [""he"", ""nsubj""], [""town"", ""obl""], [""pub"", ""obl""], [""he"", ""nsubj""], [""guest"", ""obj""]]
","He first showed Hitler's greetings in the Upper Town of a passing police patrol, later he also appeared in a bar in the upper town when he harassed other guests.
","He first showed Hitler's greetings in the Upper City of a passing police patrol, later he also appeared in a bar when he harassed other guests.
","First he showed the Hitler salute to a passing police patrol in the Upper City, later he also caught the eye in a pub in the Upper City when he harassed other guests.
","First he showed the Hitler salute to a passing police patrol in the upper town, later he was also found in the upper town in a pub where he harassed other guests.
",0.901127113779166,0.6880329612324521,-0.21309415254671393
282,"[[""he"", ""nsubj""], [""the"", ""obl""], [""police"", ""obl""], [""he"", ""nsubj""], [""night"", ""obj""], [""police"", ""obl""], [""station"", ""obl""], [""to"", ""root""], [""spend"", ""root""], [""sth"", ""root""], [""somewhere"", ""root""]]
","After he was clearly alcoholized by the police, he had to spend the night in the detention cell at the Kulmbach police inspection.
","After he was clearly alcoholized by the police, he had to spend the night at the Kulmbach Police Inspectorate.
","After he failed to comply with the police reprimand when clearly drunk, he had to spend the night in the detention cell at the Kulmbach police inspectorate.
","After clearly under the influence of alcohol he did not comply with the police order to vacate the premises, he had to spend the night in the detention cell in the police station of Kulmbach.
",0.7833494518006403,0.7001400420140048,-0.08320940978663549
283,"[[""state"", ""obl""], [""he"", ""nsubj""], [""oneself"", ""obj""], [""to"", ""obl""], [""use"", ""obl""], [""sth"", ""obl""], [""for"", ""obl""], [""sth"", ""obl""], [""to"", ""root""], [""take"", ""root""], [""or"", ""root""], [""accept"", ""root""], [""responsibility"", ""root""], [""for"", ""root""], [""sth"", ""root""], [""or"", ""root""], [""have"", ""root""], [""to"", ""root""], [""answer"", ""root""], [""to"", ""root""], [""sb"", ""root""], [""for"", ""root""], [""sth"", ""root""]]
","He has to be responsible for the use of signs of unconstitutional organisations in a sober state.
","In a sober state, he must then also be responsible for the use of signs of unconstitutional organisations.
","When sober, he must then also be held criminally responsible for the use of the hallmarks of unconstitutional organizations.
","In the sober state, he also had to take legal responsibility for the use of symbols of unconstitutional organisations.
",0.769800358919501,0.554700196225229,-0.215100162694272
286,"[[""1991"", ""obl""], [""stop"", ""root""], [""piec"", ""nsubj""], [""history"", ""nsubj""]]
","A piece of railway history ended in 1991.
","==References====External links==
","In 1991, a piece of railway history came to an end.
","1991 put an end to a piece of railway history.
",0.0,0.7142857142857143,0.7142857142857143
287,"[[""buffern"", ""nsubj""], [""buffern"", ""obl""], [""to"", ""root""], [""hear"", ""root""], [""sb"", ""root""], [""sth"", ""root""], [""they"", ""nsubj""], [""it"", ""obj""], [""Pressig"", ""obl""], [""oneself"", ""obj""], [""George"", ""nsubj""], [""the"", ""nsubj""], [""history"", ""obj""]]
","""When buffers popped on buffers, you heard it all over Pressig"", remembers Georg Dinkel, who archives the history of the place and the station.
","""When buffers popped on buffers, you heard it all over Pressig,"" remembers Georg Dinkel, who archives the history of the place and the station.
","""When buffer after buffer popped, you could hear it all over Pressig,"" remembers Georg Dinkel, who archives the history of the place and the station.
","The crashing from bumper to bumper could be heard throughout Pressig, remembers Georg Dinkel, who archives the history of the place and the stations.
",1.0,0.625,-0.375
288,"[[""the"", ""nsubj""], [""blessing"", ""root""], [""nobody"", ""obj""]]
","That wasn't bothering anyone.
","That didn't upset anyone.
","It didn't upset anyone.
","This did not bother anybody.
",0.8,0.22360679774997896,-0.5763932022500211
293,"[[""his"", ""root""], [""starting"", ""nsubj""], [""point"", ""nsubj""], [""north"", ""obl""], [""the"", ""nsubj""], [""ascent"", ""obl""], [""usu"", ""obl""], [""no"", ""obl""], [""highest"", ""obj""], [""point"", ""obj""]]
","Here was the starting point of the Steilrampen mountain route to the north, which after an ascent of about 220 meters has its peak in Steinbach am Wald.
","Here was the starting point of the Steilrampen mountain route to the north, which has its peak in Steinbach am Wald after an ascent of about 220 metres.
","Here was the starting point of the steep ramp mountain section to the north, which has its apex in Steinbach am Wald after an ascent of about 220 metres in altitude.
","This was the starting point for the steep mountain section to the north, which peaks in Steinbach am Wald following an ascension of about 220 meters.
",0.9333333333333333,0.6454972243679028,-0.28783610896543055
297,"[[""www.inowa.at"", ""obl""], [""1968"", ""obl""], [""local"", ""obl""], [""or"", ""obl""], [""branch"", ""obl""], [""line"", ""obl""], [""to"", ""root""], [""proceed"", ""root""], [""with"", ""root""], [""sth"", ""root""], [""in"", ""root""], [""certain"", ""root""], [""manner"", ""root""]]
","The Pressig railway depot, which was subordinated to Bamberg in 1968, also operated locomotives for the branch lines Pressig - Tettau, Ludwigsstadt - Lehesten, Stockheim - Sonneberg and Kronach - northern half.
","The Pressig railway depot, which was subordinated to Bamberg in 1968, also operated locomotives for the branch lines Pressig - Tettau, Ludwigsstadt - Lehesten, Stockheim - Sonneberg and Kronach.
","The railway depot (BW) Pressig, which was placed under the authority of Bamberg in 1968, also operated locomotives for the branch lines Pressig - Tettau, Ludwigsstadt - Lehesten, Stockheim - Sonneberg and Kronach - Nordhalben.
","The Pressig depot, which in the year 1968 was relocated to Bamberg, also operated locomotives for the branch lines Pressig - Tettau, Ludwigsstadt - Lehesten, Stockheim - Sonneberg and Kronach - Nordhalben.
",0.9555330859059091,0.8446530265013354,-0.11088005940457368
298,"[[""15"", ""root""]]
","On 15.
","On July 15, 1950, the ""Volksblatt"" reported a staff of 160 men; 13 steam and eight elloks were stationed in Pressig.
","On July 15, 1950, the Volksblatt reported a staff of 160; 13 steam and eight electric locomotives were stationed in Pressig at that time.
","On July 15 1950 the ""Volksblatt"" reported of a staff of 160 men; 13 steam locomotives and eight electric locomotives were stationed in Pressig at that time.
",0.3872983346207417,0.3779644730092272,-0.009333861611514505
300,"[[""1977"", ""obl""], [""goods"", ""obl""], [""or"", ""obl""], [""esp"", ""obl""], [""freight"", ""obl""], [""train"", ""obl""], [""second"", ""root""], [""-"", ""root""], [""hand"", ""root""]]
","From 1977, they were only used on freight trains.
","From 1977 they were used only for freight trains.
","From 1977 they were only used for freight trains.
","From 1977 they were still used with freight trains.
",0.9258200997725514,0.8571428571428571,-0.06867724262969432
302,"[[""1982"", ""obl""], [""1991"", ""obl""], [""law"", ""root""], [""school"", ""root""], [""medical"", ""root""], [""school"", ""root""], [""dropout"", ""root""]]
","In 1982, parts of the factory were demolished, and in 1991 the rest were demolished.
","In 1982, parts of the factory were demolished and in 1991 the rest was demolished.
","Parts of the factory were demolished in 1982 and the rest in 1991.
","In 1982 the depot was partially dismantled and the remainder in the year 1991.
",1.0,0.4444444444444444,-0.5555555555555556
303,"[[""www.ub.uni-erlangen.de"", ""root""], [""flat"", ""nsubj""], [""they"", ""nsubj""], [""use"", ""obj""], [""eye"", ""obl""]]
","Heidrich: ""It is regrettable that we have not considered a better use of the site, also in terms of freight transport"".
","Heidrich: ""It is regrettable that one has not considered a better use of the site, also in terms of freight transport"".
","Heidrich: ""It is regrettable that a better use of the site has not been envisaged, including in terms of freight transport.""
","Heidrich: ‘It’s a shame that better use of the location is not envisaged, also with regard to freight traffic’.
",0.9701425001453319,0.5625,-0.4076425001453319
304,"[[""Whitsun"", ""obl""], [""esp"", ""obl""], [""to"", ""root""], [""celebrate"", ""root""], [""sth"", ""root""], [""www.domset.de"", ""nsubj""], [""anniversary"", ""obl""], [""Bahnhofsfest"", ""obj""]]
","On Pentecost 1989, the Nuremberg Railway Directorate celebrated a pompous station festival in Pressig for the anniversary ""50 years of electrification Nuremberg - Saalfeld"".
","On Pentecost 1989, the Nuremberg Railway Directorate celebrated a pompous station festival in Pressig for the anniversary ""50 years electrification Nuremberg - Saalfeld"".
","On Pentecost 1989, the Nuremberg Railway Directorate celebrated the 50th anniversary of the electrification of Nuremberg - Saalfeld with a pompous station party in Pressig.
","Still in the year 1989 at Pentecost, the Nuremberg Railway Directorate celebrated ""50 years of electrification Nuremberg - Saalfeld"" with a pompous station festival for the anniversary in Pressig.
",1.0,0.9304842103984708,-0.06951578960152915
306,"[[""out"", ""root""], [""of"", ""root""], [""play"", ""root""], [""no"", ""root""], [""no"", ""root""]]
","A little later the end.
","A little later.
","A little later the end.
","Shortly afterwards.
",0.8944271909999159,0.2581988897471611,-0.6362283012527548
316,"[[""Swabian"", ""nsubj""], [""to"", ""root""], [""get"", ""root""], [""sth"", ""root""], [""from"", ""root""], [""sb"", ""root""], [""it"", ""obj""], [""www.kh-do.de"", ""obl""], [""Estonia"", ""obl""]]
","The swäbin now gets to do it with Anett Kontaveit from Estonia.
","The swäbin is now dealing with Anett Kontaveit from Estonia.
","The sister-in-law will now face Anett Kontaveit from Estonia.
","The Swabian will now face Anett Kontaveit from Estonia.
",0.8571428571428571,0.7142857142857143,-0.1428571428571428
